,Id,Gender,Customer_type,Age,Type_of_travel,Class,Flight_distance,Inflight_wifi_service,Departure/arrival_time_convenient,Ease_of_online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On-board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,Departure_delay_in_minutes,Arrival_delay_in_minutes,Satisfaction,Is_delayed,Age_group
12470,107110,Male,Loyal customer,36,Business travel,Business,842,1,1,1,1,4,5,4,4,4,4,4,3,4,3,21.0,15.0,Satisfied,1,Adult
12471,60665,Female,Loyal customer,46,Personal travel,Eco,1620,2,4,2,3,5,5,4,3,3,2,3,5,3,5,0.0,0.0,Neutral or dissatisfied,0,Middle Age
12472,106354,Male,Disloyal customer,18,Business travel,Business,551,4,0,3,2,3,3,3,5,5,5,5,3,3,3,30.0,32.5,Satisfied,1,Young
12473,6695,Female,Loyal customer,21,Business travel,Business,403,3,1,1,1,3,3,3,3,3,2,4,3,3,3,0.0,32.5,Neutral or dissatisfied,0,Young
12474,128371,Female,Loyal customer,40,Business travel,Business,2688,4,4,4,4,2,5,4,4,4,4,4,5,4,3,0.0,0.0,Satisfied,0,Adult
12475,3484,Female,Disloyal customer,31,Business travel,Eco,990,2,2,2,4,5,2,5,5,3,1,4,1,4,5,0.0,0.0,Neutral or dissatisfied,0,Adult
12476,9462,Male,Loyal customer,68,Personal travel,Eco,362,2,4,2,3,1,2,1,1,3,4,5,3,4,1,24.0,30.0,Neutral or dissatisfied,1,Senior
12477,11969,Female,Loyal customer,45,Business travel,Business,1775,4,3,4,4,3,5,4,4,4,4,4,5,4,4,22.0,18.0,Satisfied,1,Middle Age
12478,102071,Male,Loyal customer,49,Business travel,Business,407,4,4,4,4,5,5,4,4,4,4,4,3,4,3,16.0,5.0,Satisfied,1,Middle Age
12479,111035,Female,Disloyal customer,26,Business travel,Eco,319,3,2,3,4,1,3,1,1,3,3,3,1,3,1,0.0,0.0,Neutral or dissatisfied,0,Adult
12480,116483,Female,Loyal customer,11,Personal travel,Eco,333,2,3,2,2,1,2,1,1,1,5,5,4,4,1,0.0,0.0,Neutral or dissatisfied,0,Young
12481,8996,Female,Loyal customer,53,Business travel,Business,228,5,5,5,5,2,4,5,4,4,4,4,4,4,3,0.0,0.0,Satisfied,0,Middle Age
12482,82330,Female,Loyal customer,9,Personal travel,Eco,456,3,2,3,4,4,3,1,4,1,3,3,1,3,4,0.0,0.0,Neutral or dissatisfied,0,Young
12483,125089,Male,Loyal customer,55,Business travel,Business,361,5,5,5,5,5,5,4,4,4,4,4,5,4,5,0.0,3.0,Satisfied,0,Middle Age
12484,128294,Female,Loyal customer,37,Business travel,Business,2080,2,2,2,2,2,4,4,4,4,4,4,5,4,5,0.0,0.0,Satisfied,0,Adult
12485,43416,Male,Loyal customer,34,Business travel,Eco plus,436,3,4,4,4,3,2,3,3,3,1,3,1,4,3,0.0,0.0,Neutral or dissatisfied,0,Adult
12486,111870,Female,Disloyal customer,25,Business travel,Business,628,2,0,2,4,2,2,2,2,3,3,5,5,5,2,20.0,0.0,Neutral or dissatisfied,1,Young
12487,1699,Male,Loyal customer,49,Business travel,Business,2484,3,3,5,3,3,5,5,5,5,5,5,4,5,3,0.0,0.0,Satisfied,0,Middle Age
12488,53911,Male,Loyal customer,39,Personal travel,Eco,191,2,5,2,2,4,2,4,4,5,4,5,5,5,4,0.0,0.0,Neutral or dissatisfied,0,Adult
12489,5810,Female,Loyal customer,36,Business travel,Eco,273,5,2,2,2,5,4,5,5,3,1,3,1,3,5,0.0,0.0,Neutral or dissatisfied,0,Adult
12490,111120,Female,Loyal customer,49,Business travel,Business,1598,5,5,4,5,5,5,4,3,3,3,3,4,3,3,15.0,5.0,Satisfied,0,Middle Age
12491,17927,Female,Loyal customer,38,Business travel,Eco plus,789,5,5,5,5,5,5,5,5,4,3,3,3,5,5,15.0,6.0,Satisfied,0,Adult
12492,105159,Female,Disloyal customer,23,Business travel,Eco,281,2,0,2,5,5,2,5,5,4,2,5,5,3,5,0.0,0.0,Neutral or dissatisfied,0,Young
12493,42727,Female,Loyal customer,41,Business travel,Business,2351,2,2,2,2,2,5,4,3,3,3,3,3,3,3,0.0,4.0,Satisfied,0,Middle Age
12494,100394,Female,Loyal customer,42,Personal travel,Eco,1204,2,5,2,3,4,1,5,5,5,2,5,4,5,5,9.0,0.0,Neutral or dissatisfied,0,Middle Age
12495,87755,Male,Disloyal customer,38,Business travel,Business,214,3,3,3,1,5,3,4,5,4,2,5,5,5,5,6.0,4.0,Neutral or dissatisfied,0,Adult
12496,74191,Male,Loyal customer,18,Personal travel,Eco,641,3,5,3,2,4,3,4,4,4,2,5,5,4,4,0.0,0.0,Neutral or dissatisfied,0,Young
12497,46931,Male,Disloyal customer,22,Business travel,Eco,964,3,3,3,5,3,3,3,3,1,5,3,3,2,3,0.0,5.0,Neutral or dissatisfied,0,Young
12498,20469,Female,Loyal customer,48,Personal travel,Eco,84,2,2,2,3,3,3,3,3,3,2,2,4,3,1,0.0,3.0,Neutral or dissatisfied,0,Middle Age
12499,101340,Male,Loyal customer,19,Personal travel,Eco,1771,3,4,3,3,1,3,1,1,1,5,4,3,4,1,28.0,31.0,Neutral or dissatisfied,1,Young
12500,49365,Female,Disloyal customer,25,Business travel,Eco,326,2,5,2,5,2,2,2,2,2,5,1,3,2,2,0.0,4.0,Neutral or dissatisfied,0,Young
12501,85692,Female,Loyal customer,59,Business travel,Business,1547,4,4,4,4,2,4,4,3,3,3,3,4,3,5,0.0,0.0,Satisfied,0,Middle Age
12502,47724,Male,Loyal customer,40,Business travel,Business,462,3,3,4,3,3,5,5,4,4,4,4,3,4,5,17.0,11.0,Satisfied,1,Adult
12503,111485,Male,Loyal customer,26,Personal travel,Eco,1452,3,2,3,3,3,3,3,3,3,2,3,4,3,3,0.0,0.0,Neutral or dissatisfied,0,Adult
12504,1910,Male,Loyal customer,44,Business travel,Business,2955,3,5,5,5,2,4,4,3,3,3,3,1,3,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
12505,4457,Female,Loyal customer,26,Personal travel,Eco plus,762,1,3,1,3,3,1,2,3,1,2,3,4,4,3,30.0,32.5,Neutral or dissatisfied,1,Adult
12506,67086,Female,Disloyal customer,28,Business travel,Eco,1119,4,3,3,2,4,3,4,4,2,4,2,2,2,4,0.0,15.0,Neutral or dissatisfied,0,Adult
12507,120262,Female,Loyal customer,53,Business travel,Business,237,1,2,2,2,5,2,2,1,1,2,1,1,1,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
12508,114419,Male,Loyal customer,50,Business travel,Business,1525,5,5,2,5,4,5,4,5,5,5,5,4,5,5,2.0,11.0,Satisfied,0,Middle Age
12509,100385,Male,Loyal customer,52,Personal travel,Eco,1011,2,1,2,2,5,2,5,5,4,4,2,1,2,5,0.0,10.0,Neutral or dissatisfied,0,Middle Age
12510,96089,Female,Loyal customer,28,Personal travel,Eco,1090,4,4,4,2,1,4,1,1,4,1,4,1,2,1,26.0,18.0,Neutral or dissatisfied,1,Adult
12511,106167,Male,Loyal customer,57,Personal travel,Eco,436,3,5,3,2,5,3,5,5,4,2,4,3,5,5,30.0,32.5,Neutral or dissatisfied,1,Middle Age
12512,35985,Female,Loyal customer,43,Business travel,Business,2496,2,2,2,2,5,5,5,1,1,3,3,5,2,5,5.0,1.0,Satisfied,0,Middle Age
12513,27484,Male,Loyal customer,42,Business travel,Eco,679,3,1,1,1,3,3,3,3,4,1,3,2,3,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
12514,122566,Female,Loyal customer,46,Personal travel,Eco plus,500,4,3,2,4,2,3,3,4,4,2,4,1,4,4,0.0,0.0,Satisfied,0,Middle Age
12515,113755,Female,Loyal customer,55,Personal travel,Eco,386,2,5,2,3,5,4,4,1,1,2,5,3,1,5,0.0,0.0,Neutral or dissatisfied,0,Middle Age
12516,73294,Male,Loyal customer,46,Business travel,Business,2923,1,1,1,1,3,5,5,5,5,5,5,3,5,5,28.0,23.0,Satisfied,1,Middle Age
12517,102869,Male,Disloyal customer,51,Business travel,Business,472,5,4,4,2,5,5,5,5,5,2,4,3,5,5,18.0,12.0,Satisfied,1,Middle Age
12518,113604,Female,Disloyal customer,41,Business travel,Business,223,2,2,2,4,4,2,4,4,1,1,4,4,4,4,18.0,22.0,Neutral or dissatisfied,1,Middle Age
12519,48195,Male,Disloyal customer,17,Business travel,Eco,391,3,4,3,4,4,3,4,4,3,3,3,2,4,4,1.0,3.0,Neutral or dissatisfied,0,Young
12520,72856,Male,Loyal customer,60,Business travel,Business,700,3,3,3,3,4,5,4,5,5,5,5,4,5,3,0.0,0.0,Satisfied,0,Middle Age
12521,92450,Male,Loyal customer,51,Business travel,Business,1892,3,3,2,3,5,3,5,4,4,4,4,3,4,5,0.0,0.0,Satisfied,0,Middle Age
12522,53199,Male,Loyal customer,46,Business travel,Eco,612,4,5,5,5,4,4,4,4,1,3,2,4,2,4,0.0,0.0,Satisfied,0,Middle Age
12523,2527,Male,Disloyal customer,39,Business travel,Business,280,3,3,3,2,5,3,5,5,5,4,5,3,4,5,3.0,1.0,Neutral or dissatisfied,0,Adult
12524,21401,Female,Loyal customer,38,Business travel,Eco,331,4,5,5,5,4,4,4,4,5,3,2,4,4,4,0.0,0.0,Satisfied,0,Adult
12525,86139,Female,Loyal customer,56,Business travel,Business,306,0,0,0,2,4,4,5,2,2,5,5,3,2,4,0.0,0.0,Satisfied,0,Middle Age
12526,56923,Female,Disloyal customer,54,Business travel,Business,2454,4,4,4,3,4,4,4,4,5,3,5,5,5,4,30.0,32.5,Satisfied,1,Middle Age
12527,58448,Male,Loyal customer,60,Personal travel,Eco,733,2,2,2,4,5,2,5,5,1,1,3,3,4,5,0.0,0.0,Neutral or dissatisfied,0,Middle Age
12528,78898,Female,Loyal customer,15,Personal travel,Eco,1727,2,5,2,4,2,2,2,2,3,3,4,3,3,2,0.0,1.0,Neutral or dissatisfied,0,Young
12529,23511,Male,Disloyal customer,41,Business travel,Business,349,2,2,2,2,3,2,3,3,1,5,1,3,2,3,30.0,32.5,Neutral or dissatisfied,1,Middle Age
12530,125138,Female,Loyal customer,51,Business travel,Business,1765,1,1,1,1,3,4,5,4,4,4,4,3,4,4,0.0,0.0,Satisfied,0,Middle Age
12531,10616,Female,Disloyal customer,39,Business travel,Business,140,5,5,5,3,4,5,4,4,3,5,4,5,4,4,30.0,32.5,Satisfied,1,Adult
12532,57517,Male,Loyal customer,59,Business travel,Business,3749,5,5,5,5,4,5,5,5,5,5,5,5,5,3,0.0,0.0,Satisfied,0,Middle Age
12533,45910,Male,Loyal customer,42,Business travel,Eco,563,4,1,1,1,4,4,4,4,3,4,5,2,1,4,12.0,2.0,Satisfied,0,Middle Age
12534,42368,Female,Loyal customer,27,Personal travel,Eco,329,3,5,5,2,4,5,4,4,2,5,5,5,5,4,27.0,12.0,Neutral or dissatisfied,1,Adult
12535,81662,Male,Disloyal customer,24,Business travel,Eco,907,2,2,2,3,1,2,1,1,5,2,4,3,5,1,0.0,0.0,Neutral or dissatisfied,0,Young
12536,89136,Male,Loyal customer,51,Business travel,Business,1892,2,5,2,2,5,4,5,5,5,5,5,5,5,4,0.0,0.0,Satisfied,0,Middle Age
12537,61064,Male,Disloyal customer,22,Business travel,Eco,1071,3,3,3,4,2,3,2,2,4,1,3,3,4,2,3.0,32.5,Neutral or dissatisfied,0,Young
12538,45388,Male,Loyal customer,12,Personal travel,Eco plus,188,1,4,1,5,1,1,1,1,3,3,5,5,4,1,14.0,6.0,Neutral or dissatisfied,0,Young
12539,67489,Female,Disloyal customer,41,Business travel,Eco plus,641,3,3,3,3,3,3,3,3,4,5,3,3,4,3,30.0,32.5,Neutral or dissatisfied,1,Middle Age
12540,71020,Female,Loyal customer,47,Business travel,Business,802,1,1,5,1,1,3,4,1,1,1,1,1,1,4,24.0,18.0,Neutral or dissatisfied,1,Middle Age
12541,88784,Female,Loyal customer,44,Business travel,Business,240,0,0,0,3,4,5,5,4,4,2,2,4,4,4,0.0,0.0,Satisfied,0,Middle Age
12542,84408,Female,Loyal customer,20,Personal travel,Eco,606,3,4,3,3,1,3,1,1,5,4,4,4,5,1,0.0,0.0,Neutral or dissatisfied,0,Young
12543,117705,Male,Disloyal customer,24,Business travel,Eco,1009,4,4,4,3,2,4,2,2,5,2,4,5,4,2,30.0,26.0,Neutral or dissatisfied,1,Young
12544,62415,Male,Loyal customer,25,Business travel,Business,2457,1,1,1,1,5,5,5,4,2,3,4,5,3,5,30.0,32.5,Satisfied,1,Young
12545,13618,Male,Loyal customer,48,Business travel,Business,1014,5,5,5,5,3,4,4,4,4,4,4,3,4,3,29.0,32.5,Satisfied,1,Middle Age
12546,13493,Female,Loyal customer,27,Business travel,Business,227,3,3,3,3,5,4,5,5,4,3,3,3,5,5,12.0,31.0,Satisfied,0,Adult
12547,99636,Female,Disloyal customer,26,Business travel,Eco plus,1154,1,1,1,4,3,1,4,3,2,1,3,2,4,3,7.0,18.0,Neutral or dissatisfied,0,Adult
12548,38119,Female,Loyal customer,52,Business travel,Eco,1249,4,1,2,2,5,2,2,4,4,4,4,1,4,3,0.0,0.0,Satisfied,0,Middle Age
12549,55594,Male,Loyal customer,40,Business travel,Business,3975,1,1,3,1,2,4,4,3,3,3,3,5,3,4,0.0,0.0,Satisfied,0,Adult
12550,65446,Male,Loyal customer,57,Business travel,Business,3488,3,3,3,3,3,4,5,4,4,4,4,4,4,5,30.0,32.5,Satisfied,1,Middle Age
12551,48497,Male,Loyal customer,25,Business travel,Business,1797,1,1,5,1,5,5,5,5,1,3,5,1,4,5,0.0,0.0,Satisfied,0,Young
12552,60095,Female,Loyal customer,29,Business travel,Business,2797,5,5,5,5,3,3,3,3,3,5,4,4,4,3,0.0,0.0,Satisfied,0,Adult
12553,56400,Female,Disloyal customer,29,Business travel,Business,719,3,3,3,2,2,3,2,2,4,4,4,5,5,2,12.0,0.0,Neutral or dissatisfied,0,Adult
12554,52897,Female,Loyal customer,63,Personal travel,Eco,1024,4,4,4,4,5,3,5,4,4,4,4,1,4,1,0.0,0.0,Satisfied,0,Senior
12555,60106,Male,Disloyal customer,23,Business travel,Eco,1005,3,3,3,4,5,3,5,5,4,3,4,3,4,5,1.0,0.0,Neutral or dissatisfied,0,Young
12556,121219,Male,Loyal customer,24,Business travel,Business,2075,5,4,5,5,4,4,4,4,3,3,4,5,5,4,7.0,19.0,Satisfied,0,Young
12557,17984,Female,Loyal customer,33,Business travel,Business,1991,3,3,3,3,5,2,3,5,5,5,5,5,5,5,0.0,0.0,Satisfied,0,Adult
12558,101429,Female,Loyal customer,46,Business travel,Business,345,2,4,5,4,4,4,3,2,2,2,2,2,2,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
12559,88978,Male,Loyal customer,67,Personal travel,Eco,1184,1,1,1,3,1,1,1,1,2,1,3,3,2,1,0.0,0.0,Neutral or dissatisfied,0,Senior
12560,67277,Female,Loyal customer,23,Personal travel,Eco,1121,1,4,1,1,2,1,2,2,4,5,5,4,4,2,0.0,0.0,Neutral or dissatisfied,0,Young
12561,81009,Female,Loyal customer,59,Business travel,Business,3660,0,0,0,3,4,4,5,5,5,5,5,4,5,3,30.0,32.5,Satisfied,1,Middle Age
12562,77278,Female,Loyal customer,35,Business travel,Business,1931,3,1,1,1,3,1,2,3,3,3,3,1,3,4,0.0,0.0,Neutral or dissatisfied,0,Adult
12563,63981,Female,Loyal customer,24,Personal travel,Eco plus,1192,4,4,4,1,5,4,5,5,3,5,3,4,4,5,5.0,0.0,Neutral or dissatisfied,0,Young
12564,12209,Female,Loyal customer,49,Business travel,Business,1502,2,2,4,2,5,5,5,5,5,5,4,5,5,3,0.0,0.0,Satisfied,0,Middle Age
12565,54073,Female,Loyal customer,35,Business travel,Business,1416,1,2,2,2,2,2,2,1,1,1,1,4,1,1,0.0,0.0,Neutral or dissatisfied,0,Adult
12566,102601,Female,Loyal customer,50,Personal travel,Eco plus,386,3,4,3,1,5,4,5,3,3,3,3,5,3,4,0.0,0.0,Neutral or dissatisfied,0,Middle Age
12567,85224,Male,Loyal customer,45,Business travel,Business,882,5,2,5,5,3,4,2,5,5,5,5,1,5,4,0.0,0.0,Satisfied,0,Middle Age
12568,29095,Female,Loyal customer,51,Personal travel,Eco,697,1,5,1,1,5,5,4,2,2,1,2,3,2,5,0.0,4.0,Neutral or dissatisfied,0,Middle Age
12569,68942,Female,Loyal customer,70,Personal travel,Eco,646,4,1,4,3,5,2,3,3,3,4,3,2,3,3,5.0,20.0,Neutral or dissatisfied,0,Senior
12570,108637,Male,Loyal customer,23,Personal travel,Eco,1547,0,4,0,3,4,0,4,4,3,3,4,5,4,4,0.0,0.0,Satisfied,0,Young
12571,126989,Female,Loyal customer,31,Business travel,Business,1754,5,5,5,5,4,4,4,4,4,4,5,5,5,4,0.0,1.0,Satisfied,0,Adult
12572,45378,Female,Loyal customer,40,Business travel,Eco plus,150,3,5,5,5,3,3,3,3,1,2,2,3,2,3,0.0,0.0,Satisfied,0,Adult
12573,89973,Female,Loyal customer,37,Personal travel,Eco,1487,3,4,3,5,2,3,2,2,3,5,5,3,5,2,0.0,0.0,Neutral or dissatisfied,0,Adult
12574,12693,Male,Loyal customer,25,Business travel,Business,721,3,3,3,3,2,2,2,2,1,2,1,4,3,2,0.0,0.0,Satisfied,0,Young
12575,33815,Female,Loyal customer,61,Business travel,Business,2591,3,3,3,3,3,4,3,3,3,3,3,1,3,5,0.0,11.0,Satisfied,0,Senior
12576,34631,Female,Disloyal customer,36,Business travel,Eco,427,3,0,3,4,3,3,3,3,1,4,1,4,3,3,10.0,0.0,Neutral or dissatisfied,0,Adult
12577,113810,Female,Disloyal customer,22,Business travel,Business,397,5,0,5,2,4,0,4,4,4,3,5,4,5,4,0.0,0.0,Satisfied,0,Young
12578,13156,Female,Loyal customer,31,Personal travel,Eco,562,4,5,4,2,2,4,2,2,4,2,5,5,5,2,30.0,28.0,Neutral or dissatisfied,1,Adult
12579,119194,Male,Loyal customer,52,Business travel,Business,3309,3,3,3,3,5,4,4,4,4,4,4,4,4,3,0.0,0.0,Satisfied,0,Middle Age
12580,9877,Male,Loyal customer,42,Business travel,Business,508,3,4,3,4,3,3,3,3,3,3,3,1,3,3,7.0,0.0,Neutral or dissatisfied,0,Middle Age
12581,40328,Female,Loyal customer,24,Business travel,Eco plus,358,4,3,3,3,4,4,5,4,1,5,4,5,4,4,0.0,0.0,Satisfied,0,Young
12582,129209,Female,Loyal customer,50,Personal travel,Eco,2288,2,5,2,3,1,5,3,1,1,2,1,4,1,1,0.0,0.0,Neutral or dissatisfied,0,Middle Age
12583,60711,Female,Loyal customer,72,Business travel,Eco,1605,2,2,2,2,5,2,2,2,2,2,2,3,2,3,0.0,0.0,Neutral or dissatisfied,0,Senior
12584,117385,Female,Disloyal customer,32,Business travel,Business,912,3,3,3,4,3,3,3,3,3,4,5,4,4,3,0.0,0.0,Neutral or dissatisfied,0,Adult
12585,97761,Female,Loyal customer,10,Personal travel,Eco,787,1,4,1,1,2,1,2,2,5,4,4,3,5,2,1.0,0.0,Neutral or dissatisfied,0,Young
12586,3264,Female,Loyal customer,61,Business travel,Business,2342,5,5,5,5,4,5,5,4,4,4,4,5,4,5,0.0,0.0,Satisfied,0,Senior
12587,103711,Male,Loyal customer,30,Personal travel,Eco,251,5,5,0,2,2,0,2,2,5,5,4,5,4,2,0.0,0.0,Satisfied,0,Adult
12588,62373,Male,Loyal customer,34,Business travel,Business,2704,5,5,5,5,5,3,5,5,5,5,5,5,5,3,1.0,0.0,Satisfied,0,Adult
12589,48283,Male,Loyal customer,58,Personal travel,Eco plus,173,1,5,0,1,0,3,3,3,1,3,4,3,5,3,30.0,32.5,Neutral or dissatisfied,1,Middle Age
12590,122344,Female,Loyal customer,34,Business travel,Business,2801,1,1,1,1,2,5,5,4,4,4,4,5,4,3,1.0,0.0,Satisfied,0,Adult
12591,104110,Male,Loyal customer,32,Personal travel,Eco,297,3,4,3,2,3,3,3,3,3,5,4,5,4,3,7.0,0.0,Neutral or dissatisfied,0,Adult
12592,1760,Female,Loyal customer,55,Business travel,Eco plus,364,2,2,2,2,1,4,4,2,2,2,2,1,2,4,17.0,17.0,Neutral or dissatisfied,1,Middle Age
12593,6674,Male,Loyal customer,59,Business travel,Business,438,1,1,1,1,5,5,5,4,4,4,4,5,4,4,8.0,2.0,Satisfied,0,Middle Age
12594,55590,Female,Loyal customer,57,Business travel,Business,1839,5,5,5,5,4,4,5,4,4,4,4,3,4,3,0.0,0.0,Satisfied,0,Middle Age
12595,122964,Male,Loyal customer,30,Business travel,Business,507,4,4,4,4,5,5,5,5,3,4,4,3,5,5,0.0,0.0,Satisfied,0,Adult
12596,49400,Female,Loyal customer,55,Business travel,Business,3020,3,3,4,3,5,5,3,5,5,5,4,5,5,2,0.0,0.0,Satisfied,0,Middle Age
12597,8275,Female,Loyal customer,43,Personal travel,Eco,125,4,4,4,2,4,2,3,5,5,4,3,3,5,2,0.0,0.0,Neutral or dissatisfied,0,Middle Age
12598,91584,Male,Loyal customer,37,Personal travel,Eco,1123,3,5,3,3,3,4,4,5,3,5,4,4,4,4,30.0,32.5,Neutral or dissatisfied,1,Adult
12599,97144,Male,Disloyal customer,14,Business travel,Eco,1497,2,2,2,4,1,2,1,1,2,1,3,2,3,1,30.0,32.5,Neutral or dissatisfied,1,Young
12600,100293,Female,Loyal customer,29,Business travel,Business,1053,2,5,4,5,2,2,2,2,2,1,4,4,3,2,27.0,32.5,Neutral or dissatisfied,1,Adult
12601,55304,Male,Disloyal customer,23,Business travel,Eco,949,5,4,4,2,4,4,5,4,4,5,3,5,4,4,30.0,32.5,Satisfied,1,Young
12602,85138,Female,Loyal customer,46,Business travel,Business,3212,5,5,5,5,2,5,4,5,5,5,5,5,5,5,0.0,0.0,Satisfied,0,Middle Age
12603,89012,Male,Loyal customer,54,Business travel,Business,2092,1,1,1,1,2,5,5,4,4,4,4,3,4,3,1.0,2.0,Satisfied,0,Middle Age
12604,88374,Female,Disloyal customer,25,Business travel,Eco,515,1,2,1,2,1,1,1,1,2,5,2,4,2,1,6.0,0.0,Neutral or dissatisfied,0,Young
12605,43326,Female,Disloyal customer,34,Business travel,Eco,387,4,0,4,3,2,4,3,2,1,4,3,3,4,2,0.0,0.0,Neutral or dissatisfied,0,Adult
12606,80854,Female,Loyal customer,43,Personal travel,Eco,484,2,4,2,3,1,4,3,5,5,2,1,2,5,1,13.0,16.0,Neutral or dissatisfied,0,Middle Age
12607,97450,Female,Loyal customer,65,Personal travel,Business,484,1,5,1,4,5,5,5,2,2,1,2,3,2,3,0.0,0.0,Neutral or dissatisfied,0,Senior
12608,59187,Male,Loyal customer,12,Personal travel,Business,1440,4,4,4,2,4,4,1,4,3,4,4,3,4,4,8.0,0.0,Satisfied,0,Young
12609,101742,Female,Loyal customer,37,Business travel,Business,1590,5,5,3,5,4,5,4,4,4,4,4,4,4,4,0.0,0.0,Satisfied,0,Adult
12610,11004,Female,Loyal customer,75,Business travel,Business,2152,3,3,3,3,2,3,1,5,5,5,5,5,5,1,0.0,0.0,Satisfied,0,Senior
12611,108666,Male,Loyal customer,36,Business travel,Business,484,3,3,3,3,2,4,5,5,5,4,5,4,5,5,0.0,0.0,Satisfied,0,Adult
12612,12248,Female,Loyal customer,36,Business travel,Business,2063,5,1,5,5,5,3,3,4,4,4,5,2,4,5,0.0,0.0,Satisfied,0,Adult
12613,99724,Male,Loyal customer,40,Business travel,Business,3584,3,3,3,3,5,4,5,5,5,5,5,4,5,3,7.0,0.0,Satisfied,0,Adult
12614,73454,Female,Loyal customer,41,Personal travel,Eco,1005,4,4,3,1,3,3,3,3,4,2,4,5,5,3,0.0,0.0,Satisfied,0,Middle Age
12615,96175,Female,Loyal customer,28,Business travel,Business,3572,2,2,5,2,2,2,2,2,3,1,4,4,3,2,30.0,30.0,Neutral or dissatisfied,1,Adult
12616,85309,Male,Loyal customer,52,Personal travel,Eco,874,3,5,3,5,4,3,4,4,4,5,4,5,4,4,0.0,0.0,Neutral or dissatisfied,0,Middle Age
12617,94878,Male,Loyal customer,39,Business travel,Eco,248,3,4,5,4,3,3,3,3,3,4,4,1,4,3,2.0,8.0,Neutral or dissatisfied,0,Adult
12618,19437,Female,Loyal customer,67,Personal travel,Eco,645,2,2,2,3,2,3,3,4,4,2,2,2,4,4,0.0,0.0,Neutral or dissatisfied,0,Senior
12619,26774,Male,Loyal customer,41,Business travel,Business,3669,3,3,3,3,3,1,1,3,3,3,3,5,3,3,0.0,1.0,Satisfied,0,Middle Age
12620,56778,Male,Loyal customer,13,Personal travel,Eco plus,937,1,3,1,2,2,1,2,2,3,1,1,5,3,2,0.0,20.0,Neutral or dissatisfied,0,Young
12621,55414,Male,Loyal customer,51,Business travel,Business,2521,1,1,1,1,5,5,5,5,2,4,5,5,3,5,0.0,0.0,Satisfied,0,Middle Age
12622,95656,Male,Loyal customer,44,Business travel,Business,1514,3,4,4,4,3,3,4,3,3,3,3,3,3,4,24.0,6.0,Neutral or dissatisfied,1,Middle Age
12623,20921,Male,Loyal customer,45,Business travel,Eco,689,3,2,2,2,3,3,3,3,4,2,2,3,5,3,0.0,0.0,Satisfied,0,Middle Age
12624,14917,Female,Loyal customer,38,Personal travel,Eco,315,2,3,2,4,4,2,4,4,4,2,4,3,1,4,0.0,0.0,Neutral or dissatisfied,0,Adult
12625,18581,Male,Disloyal customer,40,Business travel,Eco,253,3,2,2,4,4,2,4,4,2,5,3,1,3,4,0.0,0.0,Neutral or dissatisfied,0,Adult
12626,42277,Male,Loyal customer,23,Business travel,Business,726,3,3,3,3,4,4,4,4,2,1,4,3,1,4,0.0,0.0,Satisfied,0,Young
12627,10749,Female,Loyal customer,36,Business travel,Business,3727,4,4,4,4,5,5,4,5,5,5,5,5,5,3,30.0,32.5,Satisfied,1,Adult
12628,102714,Female,Loyal customer,33,Personal travel,Eco,365,4,5,4,4,3,4,1,3,3,3,5,5,4,3,13.0,8.0,Satisfied,0,Adult
12629,36380,Female,Loyal customer,36,Business travel,Business,2958,2,5,5,5,5,2,3,2,2,2,2,2,2,2,27.0,13.0,Neutral or dissatisfied,1,Adult
12630,89392,Male,Loyal customer,56,Business travel,Business,151,1,2,2,2,3,2,2,1,1,1,1,3,1,4,0.0,7.0,Neutral or dissatisfied,0,Middle Age
12631,74805,Female,Loyal customer,40,Business travel,Business,1464,2,2,3,2,3,4,5,4,4,4,4,5,4,5,0.0,0.0,Satisfied,0,Adult
12632,54416,Female,Loyal customer,33,Business travel,Eco,305,4,3,2,3,4,4,4,4,3,1,3,5,1,4,0.0,0.0,Satisfied,0,Adult
12633,84977,Female,Loyal customer,55,Business travel,Business,1590,2,2,2,2,5,3,4,2,2,2,2,4,2,3,1.0,0.0,Satisfied,0,Middle Age
12634,61613,Female,Loyal customer,43,Business travel,Business,1635,1,1,5,1,3,4,4,2,2,2,2,3,2,4,3.0,0.0,Satisfied,0,Middle Age
12635,19739,Female,Loyal customer,31,Personal travel,Eco,475,3,4,3,3,4,3,4,4,4,3,2,2,5,4,0.0,0.0,Neutral or dissatisfied,0,Adult
12636,121109,Female,Loyal customer,11,Personal travel,Business,2521,3,5,3,4,1,3,1,1,3,4,5,5,4,1,0.0,0.0,Neutral or dissatisfied,0,Young
12637,101311,Female,Loyal customer,57,Personal travel,Business,986,2,5,2,4,3,5,5,4,4,2,4,4,4,5,30.0,32.5,Neutral or dissatisfied,1,Middle Age
12638,37317,Male,Loyal customer,52,Business travel,Business,2442,1,1,1,1,1,2,2,4,4,4,4,1,4,1,5.0,0.0,Satisfied,0,Middle Age
