Id,Gender,Customer_type,Age,Type_of_travel,Class,Flight_distance,Inflight_wifi_service,Departure/arrival_time_convenient,Ease_of_online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On-board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,Departure_delay_in_minutes,Arrival_delay_in_minutes,Satisfaction,Is_delayed,Age_group
101298,Female,Loyal customer,53,Personal travel,Eco,444,1,4,4,4,5,5,5,2,2,4,1,4,2,5,2.0,0.0,Neutral or dissatisfied,0,Middle Age
91377,Male,Loyal customer,80,Business travel,Eco plus,406,3,5,5,5,3,3,3,3,2,3,4,3,3,3,0.0,0.0,Neutral or dissatisfied,0,Senior
78642,Male,Loyal customer,56,Business travel,Business,2172,2,2,4,2,5,5,5,4,4,5,4,3,4,4,0.0,0.0,Satisfied,0,Middle Age
57840,Male,Loyal customer,37,Business travel,Eco,1091,3,1,1,1,3,3,3,3,3,1,3,4,4,3,0.0,7.0,Neutral or dissatisfied,0,Adult
103115,Female,Loyal customer,65,Personal travel,Eco,546,3,3,3,3,2,4,3,2,2,3,2,3,2,2,8.0,7.0,Neutral or dissatisfied,0,Senior
114732,Female,Loyal customer,59,Business travel,Business,3272,1,1,1,1,4,4,5,4,4,4,4,4,4,3,30.0,32.5,Satisfied,1,Middle Age
120907,Female,Loyal customer,30,Business travel,Business,992,3,3,3,3,1,2,1,1,3,5,4,3,5,1,3.0,9.0,Satisfied,0,Adult
49550,Female,Disloyal customer,37,Business travel,Eco,109,4,4,4,5,4,4,4,4,3,5,3,1,4,4,0.0,0.0,Neutral or dissatisfied,0,Adult
98663,Female,Loyal customer,9,Personal travel,Eco,920,3,2,3,3,1,3,1,1,2,3,3,3,4,1,28.0,14.0,Neutral or dissatisfied,1,Young
13515,Female,Loyal customer,36,Business travel,Eco,106,4,4,4,4,4,4,4,4,3,2,1,1,2,4,0.0,0.0,Satisfied,0,Adult
43830,Male,Disloyal customer,21,Business travel,Eco,114,2,4,2,5,2,2,2,2,1,5,1,2,2,2,0.0,0.0,Neutral or dissatisfied,0,Young
14878,Female,Disloyal customer,29,Business travel,Eco,343,1,1,1,2,2,1,4,2,1,3,3,4,3,2,0.0,0.0,Neutral or dissatisfied,0,Adult
80837,Male,Loyal customer,9,Business travel,Business,484,3,4,4,4,3,3,3,3,1,5,3,1,4,3,13.0,2.0,Neutral or dissatisfied,0,Young
39726,Female,Loyal customer,63,Business travel,Business,320,3,3,3,3,5,4,3,3,3,3,3,3,3,4,1.0,0.0,Neutral or dissatisfied,0,Senior
105315,Female,Loyal customer,39,Business travel,Business,409,4,4,4,4,4,5,5,4,4,4,4,5,4,4,6.0,0.0,Satisfied,0,Adult
21018,Male,Loyal customer,36,Business travel,Business,2884,3,3,3,3,5,1,3,5,5,5,5,2,5,4,20.0,8.0,Satisfied,1,Adult
80988,Female,Loyal customer,43,Business travel,Business,2529,0,0,0,3,4,2,3,5,5,5,5,2,5,3,0.0,0.0,Satisfied,0,Middle Age
49775,Male,Loyal customer,79,Business travel,Business,3924,1,3,3,3,5,3,4,1,1,1,1,3,1,4,0.0,0.0,Neutral or dissatisfied,0,Senior
126583,Male,Loyal customer,61,Personal travel,Business,1337,3,5,3,5,3,5,4,1,1,3,1,3,1,4,9.0,17.0,Neutral or dissatisfied,0,Senior
129258,Male,Loyal customer,55,Business travel,Business,3737,3,3,3,3,5,5,5,4,4,4,4,5,4,4,0.0,0.0,Satisfied,0,Middle Age
43843,Female,Loyal customer,52,Business travel,Eco,199,5,4,4,4,3,2,3,5,5,5,5,1,5,4,0.0,0.0,Satisfied,0,Middle Age
82373,Male,Loyal customer,12,Personal travel,Eco plus,453,3,3,3,3,2,3,5,2,2,4,3,2,4,2,0.0,4.0,Neutral or dissatisfied,0,Young
5942,Male,Loyal customer,37,Business travel,Eco plus,108,3,4,4,4,3,3,3,3,2,3,2,2,3,3,13.0,13.0,Neutral or dissatisfied,0,Adult
129082,Male,Disloyal customer,23,Business travel,Business,2218,5,0,5,3,2,5,2,2,5,3,5,5,5,2,1.0,1.0,Satisfied,0,Young
69245,Male,Loyal customer,40,Business travel,Business,733,3,3,3,3,3,5,4,5,5,5,5,5,5,5,0.0,25.0,Satisfied,0,Adult
73089,Male,Loyal customer,23,Personal travel,Eco,1085,3,4,4,5,3,4,2,3,3,2,5,4,5,3,0.0,0.0,Neutral or dissatisfied,0,Young
98972,Male,Disloyal customer,21,Business travel,Eco,479,2,4,2,4,1,2,2,1,1,4,3,2,3,1,9.0,14.0,Neutral or dissatisfied,0,Young
27130,Female,Loyal customer,19,Business travel,Business,2681,4,4,5,4,5,4,4,3,2,4,5,4,3,4,0.0,13.0,Satisfied,0,Young
21826,Female,Disloyal customer,41,Business travel,Eco,640,2,4,2,4,2,2,2,2,2,3,3,3,1,2,9.0,1.0,Neutral or dissatisfied,0,Middle Age
31816,Female,Loyal customer,45,Personal travel,Eco,4983,3,1,3,2,3,1,1,2,5,2,3,1,4,1,2.0,0.0,Neutral or dissatisfied,0,Middle Age
115181,Male,Loyal customer,41,Business travel,Business,337,3,3,3,3,2,5,4,4,4,4,4,5,4,3,2.0,0.0,Satisfied,0,Middle Age
87329,Male,Loyal customer,13,Personal travel,Eco,1027,3,4,3,5,4,3,4,4,2,4,4,3,5,4,30.0,29.0,Neutral or dissatisfied,1,Young
119285,Male,Loyal customer,49,Business travel,Business,1823,4,5,4,4,3,5,4,5,5,5,4,3,5,4,0.0,0.0,Satisfied,0,Middle Age
92304,Female,Loyal customer,10,Personal travel,Business,2615,3,1,3,3,2,3,2,2,2,5,2,1,4,2,30.0,0.0,Neutral or dissatisfied,1,Young
123314,Female,Loyal customer,26,Business travel,Eco plus,507,1,1,1,1,1,1,2,1,1,2,4,1,3,1,30.0,32.5,Neutral or dissatisfied,1,Adult
79737,Female,Loyal customer,47,Business travel,Eco plus,749,3,1,3,1,3,4,4,3,3,3,3,2,3,4,30.0,32.5,Neutral or dissatisfied,1,Middle Age
85161,Male,Loyal customer,43,Business travel,Business,1282,2,1,1,1,3,2,3,2,2,2,2,3,2,3,30.0,32.5,Neutral or dissatisfied,1,Middle Age
114279,Male,Loyal customer,35,Personal travel,Eco,967,2,5,2,2,3,2,3,3,4,2,4,5,5,3,0.0,0.0,Neutral or dissatisfied,0,Adult
28317,Male,Loyal customer,54,Business travel,Business,2860,2,2,2,2,3,1,2,5,5,5,5,4,5,4,0.0,0.0,Satisfied,0,Middle Age
123232,Male,Loyal customer,35,Personal travel,Eco,328,2,4,2,2,4,2,4,4,1,5,5,1,3,4,11.0,32.5,Neutral or dissatisfied,0,Adult
121985,Male,Loyal customer,31,Business travel,Business,130,1,1,1,1,5,5,5,5,4,4,4,5,5,5,0.0,0.0,Satisfied,0,Adult
126395,Female,Loyal customer,65,Personal travel,Eco,600,2,1,2,4,3,3,4,2,2,2,2,1,2,2,5.0,3.0,Neutral or dissatisfied,0,Senior
66122,Female,Loyal customer,55,Business travel,Eco,583,1,5,5,5,2,3,3,1,1,1,1,4,1,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
3419,Female,Loyal customer,49,Personal travel,Eco,315,1,4,1,1,5,4,4,4,4,1,4,3,4,3,0.0,0.0,Neutral or dissatisfied,0,Middle Age
85598,Female,Disloyal customer,40,Business travel,Business,259,2,2,2,3,1,2,1,1,3,1,4,4,3,1,30.0,32.5,Neutral or dissatisfied,1,Adult
55973,Male,Loyal customer,39,Personal travel,Eco,1620,2,4,2,5,4,2,1,4,5,3,4,4,5,4,18.0,21.0,Neutral or dissatisfied,1,Adult
37602,Male,Loyal customer,60,Personal travel,Eco,1005,5,4,5,4,5,1,1,3,2,5,5,1,5,1,30.0,32.5,Satisfied,1,Middle Age
49708,Male,Loyal customer,41,Business travel,Business,2138,1,5,5,5,4,2,3,1,1,1,1,4,1,3,12.0,2.0,Neutral or dissatisfied,0,Middle Age
124047,Female,Loyal customer,26,Business travel,Eco plus,184,5,2,2,2,5,4,3,5,1,1,4,2,4,5,0.0,0.0,Neutral or dissatisfied,0,Adult
95998,Female,Loyal customer,54,Business travel,Business,795,4,4,4,4,2,4,5,4,4,4,4,4,4,5,0.0,0.0,Satisfied,0,Middle Age
116979,Male,Loyal customer,52,Business travel,Business,1647,1,1,1,1,4,5,4,4,4,5,4,5,4,4,0.0,0.0,Satisfied,0,Middle Age
64079,Male,Loyal customer,9,Personal travel,Eco,921,2,4,2,1,2,2,2,2,3,2,4,3,5,2,0.0,0.0,Neutral or dissatisfied,0,Young
78347,Female,Loyal customer,27,Personal travel,Eco,1547,2,5,3,3,3,3,1,3,3,5,4,4,4,3,0.0,0.0,Neutral or dissatisfied,0,Adult
99144,Female,Loyal customer,44,Business travel,Eco plus,181,2,2,2,2,2,4,3,2,2,2,2,2,2,1,23.0,20.0,Neutral or dissatisfied,1,Middle Age
25629,Male,Loyal customer,31,Business travel,Business,3612,2,2,2,2,2,2,2,2,4,4,3,1,3,2,12.0,1.0,Neutral or dissatisfied,0,Adult
81786,Female,Loyal customer,35,Business travel,Business,1310,4,4,4,4,3,5,5,5,5,5,5,4,5,5,0.0,32.5,Satisfied,0,Adult
1204,Male,Loyal customer,18,Personal travel,Eco,482,3,3,5,3,3,5,3,3,3,2,3,2,4,3,0.0,7.0,Neutral or dissatisfied,0,Young
49405,Male,Loyal customer,49,Business travel,Business,2308,3,4,4,4,3,3,4,3,3,3,3,4,3,3,16.0,9.0,Neutral or dissatisfied,1,Middle Age
42022,Male,Loyal customer,40,Business travel,Business,3629,0,4,0,2,5,4,1,2,2,2,2,1,2,1,0.0,0.0,Satisfied,0,Adult
16204,Male,Loyal customer,11,Personal travel,Eco,199,2,5,2,3,2,3,2,4,2,5,4,2,3,2,30.0,32.5,Neutral or dissatisfied,1,Young
58677,Male,Loyal customer,55,Business travel,Business,622,4,4,4,4,2,5,4,2,2,2,2,5,2,4,3.0,12.0,Satisfied,0,Middle Age
55288,Female,Loyal customer,59,Business travel,Eco,1585,4,2,5,2,3,4,3,4,4,4,4,3,4,2,0.0,0.0,Satisfied,0,Middle Age
28688,Male,Loyal customer,23,Personal travel,Eco,2797,1,3,0,4,3,0,1,3,3,1,3,2,4,3,0.0,0.0,Neutral or dissatisfied,0,Young
64531,Male,Loyal customer,47,Business travel,Business,3101,1,1,1,1,5,5,5,5,5,5,5,3,5,3,0.0,0.0,Satisfied,0,Middle Age
120771,Female,Loyal customer,25,Business travel,Business,1774,2,4,5,5,2,2,2,2,1,3,3,2,3,2,30.0,32.5,Neutral or dissatisfied,1,Young
33600,Female,Loyal customer,48,Business travel,Business,474,1,1,1,1,2,4,5,3,3,4,3,5,3,3,0.0,0.0,Satisfied,0,Middle Age
2962,Female,Loyal customer,27,Personal travel,Eco,835,4,4,4,2,1,4,1,1,4,2,5,5,4,1,0.0,0.0,Satisfied,0,Adult
46594,Male,Loyal customer,35,Business travel,Business,3036,2,2,3,2,3,2,3,4,4,4,5,4,4,5,10.0,2.0,Satisfied,0,Adult
97780,Female,Disloyal customer,39,Business travel,Business,471,3,3,3,1,4,3,4,4,5,2,4,4,4,4,1.0,0.0,Neutral or dissatisfied,0,Adult
73032,Female,Loyal customer,55,Personal travel,Eco,1096,1,2,1,3,5,2,3,3,3,1,3,4,3,4,0.0,0.0,Neutral or dissatisfied,0,Middle Age
54644,Male,Loyal customer,31,Business travel,Business,3366,1,1,1,1,5,5,5,5,2,4,1,4,5,5,0.0,0.0,Satisfied,0,Adult
49619,Male,Loyal customer,50,Business travel,Business,3915,1,1,1,1,5,1,4,4,4,4,5,5,4,1,0.0,0.0,Satisfied,0,Middle Age
37291,Female,Loyal customer,40,Business travel,Eco,1011,4,2,2,2,4,4,4,4,4,1,5,4,2,4,30.0,32.5,Satisfied,1,Adult
117324,Male,Loyal customer,27,Personal travel,Eco plus,304,4,3,4,2,1,4,1,1,5,3,2,5,3,1,14.0,17.0,Neutral or dissatisfied,0,Adult
27291,Female,Loyal customer,40,Business travel,Eco,697,5,1,1,1,5,5,5,5,2,2,1,3,5,5,0.0,0.0,Satisfied,0,Adult
103747,Female,Disloyal customer,23,Business travel,Business,405,4,0,4,5,5,4,5,5,3,2,5,5,4,5,22.0,27.0,Satisfied,1,Young
79384,Male,Loyal customer,58,Business travel,Business,502,2,2,2,2,3,4,4,4,4,4,4,5,4,4,14.0,10.0,Satisfied,0,Middle Age
92289,Female,Loyal customer,52,Business travel,Business,1814,5,5,5,5,4,5,4,2,2,2,2,3,2,5,5.0,0.0,Satisfied,0,Middle Age
53892,Male,Loyal customer,53,Personal travel,Eco,140,2,3,2,1,5,2,4,5,2,2,1,3,5,5,8.0,4.0,Neutral or dissatisfied,0,Middle Age
126602,Female,Loyal customer,30,Business travel,Business,1337,2,2,2,2,4,4,4,4,3,3,5,3,5,4,0.0,0.0,Satisfied,0,Adult
110912,Male,Loyal customer,33,Business travel,Business,406,3,4,4,4,3,3,3,3,4,5,1,4,1,3,3.0,32.5,Neutral or dissatisfied,0,Adult
17721,Female,Loyal customer,32,Business travel,Business,1895,4,4,4,4,5,5,5,5,4,5,1,5,1,5,0.0,0.0,Satisfied,0,Adult
112740,Female,Loyal customer,29,Business travel,Business,605,2,2,2,2,4,4,4,4,3,4,5,3,4,4,12.0,0.0,Satisfied,0,Adult
106367,Male,Loyal customer,16,Business travel,Business,2984,3,4,5,4,3,3,3,3,1,3,4,3,3,3,0.0,0.0,Neutral or dissatisfied,0,Young
97526,Female,Loyal customer,34,Business travel,Business,2621,3,3,2,3,5,3,4,3,3,3,3,3,3,2,30.0,32.5,Neutral or dissatisfied,1,Adult
52881,Male,Disloyal customer,21,Business travel,Eco,624,4,3,4,4,5,4,5,5,3,2,4,3,5,5,30.0,32.5,Satisfied,1,Young
7601,Male,Loyal customer,25,Business travel,Business,1835,4,4,4,4,4,4,4,4,3,4,5,3,5,4,0.0,0.0,Satisfied,0,Young
77566,Female,Disloyal customer,26,Business travel,Business,689,5,5,5,2,2,5,1,2,4,4,4,3,4,2,0.0,0.0,Satisfied,0,Adult
119797,Male,Loyal customer,42,Business travel,Business,1948,2,2,2,2,4,4,4,4,4,4,4,3,4,4,0.0,0.0,Satisfied,0,Middle Age
109865,Male,Loyal customer,68,Business travel,Eco,1033,2,4,4,4,2,2,2,2,3,5,3,1,3,2,30.0,24.0,Neutral or dissatisfied,1,Senior
71600,Male,Loyal customer,46,Business travel,Eco,1182,2,2,3,2,2,2,2,2,3,5,3,2,3,2,0.0,30.0,Neutral or dissatisfied,0,Middle Age
7128,Female,Loyal customer,59,Business travel,Business,2801,2,2,2,2,5,5,5,5,5,5,4,5,5,4,20.0,15.0,Satisfied,1,Middle Age
104117,Female,Loyal customer,18,Personal travel,Eco plus,297,3,5,3,3,2,3,2,2,5,5,4,5,5,2,28.0,23.0,Neutral or dissatisfied,1,Young
7939,Male,Disloyal customer,39,Business travel,Business,594,3,3,3,2,2,3,2,2,3,2,4,5,5,2,0.0,0.0,Neutral or dissatisfied,0,Adult
122661,Female,Loyal customer,40,Business travel,Business,2510,3,3,3,3,3,4,4,5,5,5,5,3,5,4,0.0,32.5,Satisfied,0,Adult
33912,Male,Loyal customer,49,Business travel,Business,1941,4,4,4,4,3,2,4,4,4,4,4,2,4,1,30.0,32.5,Satisfied,1,Middle Age
106741,Male,Disloyal customer,22,Business travel,Eco,945,3,2,2,2,2,2,1,2,3,2,3,4,3,2,30.0,32.5,Neutral or dissatisfied,1,Young
2271,Male,Disloyal customer,27,Business travel,Business,672,3,4,4,1,2,4,2,2,3,2,4,5,5,2,0.0,0.0,Neutral or dissatisfied,0,Adult
4262,Female,Disloyal customer,25,Business travel,Business,502,5,4,5,2,1,5,1,1,5,3,5,5,4,1,0.0,0.0,Satisfied,0,Young
124026,Male,Loyal customer,66,Personal travel,Eco,184,2,3,2,4,5,2,5,5,3,3,3,2,3,5,0.0,0.0,Neutral or dissatisfied,0,Senior
128378,Male,Loyal customer,30,Business travel,Business,3201,2,2,2,2,4,4,4,4,3,3,5,4,4,4,7.0,3.0,Satisfied,0,Adult
125648,Female,Loyal customer,31,Business travel,Business,759,1,2,2,2,1,1,1,1,2,4,3,2,3,1,0.0,0.0,Neutral or dissatisfied,0,Adult
75821,Male,Disloyal customer,23,Business travel,Business,1040,5,5,5,3,5,5,5,5,4,5,4,4,4,5,18.0,32.5,Satisfied,1,Young
85479,Female,Disloyal customer,47,Business travel,Eco,214,3,5,3,3,3,3,3,3,3,3,2,3,3,3,30.0,32.5,Neutral or dissatisfied,1,Middle Age
101145,Male,Loyal customer,25,Business travel,Business,583,2,1,1,1,2,2,2,2,1,3,4,4,3,2,17.0,9.0,Neutral or dissatisfied,1,Young
83810,Female,Disloyal customer,21,Business travel,Eco,425,1,5,1,3,2,1,1,2,5,4,4,5,4,2,10.0,2.0,Neutral or dissatisfied,0,Young
38502,Female,Loyal customer,42,Business travel,Eco,2569,4,2,2,2,3,4,4,4,4,4,4,3,4,2,0.0,0.0,Satisfied,0,Middle Age
87123,Male,Loyal customer,22,Personal travel,Eco,594,2,5,2,2,5,2,5,5,2,1,3,2,5,5,0.0,0.0,Neutral or dissatisfied,0,Young
115214,Female,Loyal customer,51,Business travel,Business,337,2,2,2,2,5,5,5,5,5,4,5,5,4,5,30.0,32.5,Satisfied,1,Middle Age
85957,Female,Disloyal customer,22,Business travel,Business,447,0,4,0,3,4,0,3,4,5,4,5,3,5,4,7.0,1.0,Satisfied,0,Young
50641,Male,Loyal customer,50,Personal travel,Eco,421,1,4,1,4,5,1,5,5,2,1,3,1,4,5,23.0,27.0,Neutral or dissatisfied,1,Middle Age
122539,Female,Loyal customer,41,Business travel,Business,500,3,3,3,3,4,4,4,4,4,5,4,5,4,3,0.0,0.0,Satisfied,0,Middle Age
88969,Female,Loyal customer,14,Business travel,Business,2925,5,5,5,5,5,5,5,5,4,5,5,3,5,5,2.0,0.0,Satisfied,0,Young
120407,Male,Loyal customer,38,Business travel,Business,449,3,4,4,4,4,3,2,3,3,3,3,1,3,2,10.0,16.0,Neutral or dissatisfied,0,Adult
80611,Male,Loyal customer,38,Business travel,Business,236,3,3,3,3,4,5,4,5,5,5,5,5,5,5,0.0,0.0,Satisfied,0,Adult
27786,Female,Loyal customer,44,Business travel,Eco,909,4,1,5,5,2,1,5,4,4,4,4,3,4,1,0.0,7.0,Satisfied,0,Middle Age
82843,Female,Loyal customer,48,Business travel,Business,594,1,1,2,1,5,4,5,5,5,5,5,5,5,4,0.0,3.0,Satisfied,0,Middle Age
44492,Male,Disloyal customer,23,Business travel,Eco,261,2,4,2,5,5,2,5,5,3,3,2,4,3,5,1.0,0.0,Neutral or dissatisfied,0,Young
120999,Female,Disloyal customer,24,Business travel,Eco,520,1,2,1,3,5,1,5,5,1,4,4,1,3,5,30.0,32.5,Neutral or dissatisfied,1,Young
61926,Female,Loyal customer,17,Personal travel,Eco,550,3,5,3,4,5,3,5,5,3,2,4,4,5,5,27.0,32.5,Neutral or dissatisfied,1,Young
82108,Male,Loyal customer,14,Personal travel,Eco,1276,2,4,2,5,4,2,4,4,5,1,5,1,4,4,0.0,0.0,Neutral or dissatisfied,0,Young
36099,Female,Loyal customer,66,Personal travel,Eco,399,2,4,2,2,2,4,4,1,1,2,1,3,1,3,0.0,0.0,Neutral or dissatisfied,0,Senior
80836,Female,Loyal customer,25,Business travel,Business,484,4,1,1,1,4,4,4,4,3,3,3,2,3,4,0.0,10.0,Neutral or dissatisfied,0,Young
47025,Male,Loyal customer,38,Business travel,Business,602,2,2,2,2,3,4,4,4,4,4,4,3,4,4,0.0,0.0,Satisfied,0,Adult
77015,Female,Loyal customer,49,Business travel,Business,368,2,2,2,2,3,4,4,4,4,4,4,5,4,3,7.0,5.0,Satisfied,0,Middle Age
56775,Female,Loyal customer,67,Personal travel,Eco plus,1085,1,5,1,1,3,5,2,4,4,1,3,4,4,2,0.0,0.0,Neutral or dissatisfied,0,Senior
84393,Male,Loyal customer,48,Business travel,Business,1798,3,4,4,4,2,4,4,3,3,3,3,1,3,1,0.0,0.0,Neutral or dissatisfied,0,Middle Age
50796,Female,Loyal customer,35,Personal travel,Eco,77,2,5,0,3,1,0,1,1,5,2,4,5,4,1,0.0,0.0,Neutral or dissatisfied,0,Adult
36055,Male,Loyal customer,55,Business travel,Business,3361,3,5,5,5,3,3,4,3,3,3,3,1,3,2,0.0,9.0,Neutral or dissatisfied,0,Middle Age
106776,Female,Loyal customer,13,Personal travel,Eco,837,3,4,3,5,3,3,3,3,3,5,1,2,1,3,18.0,12.0,Neutral or dissatisfied,1,Young
110976,Male,Disloyal customer,24,Business travel,Business,240,0,0,0,5,5,0,5,5,4,5,4,4,5,5,0.0,0.0,Satisfied,0,Young
25359,Male,Loyal customer,42,Business travel,Business,1983,4,4,1,4,5,5,3,1,1,2,1,5,1,2,3.0,0.0,Satisfied,0,Middle Age
47470,Female,Loyal customer,48,Personal travel,Eco,501,3,4,3,1,5,4,5,3,3,3,3,4,3,4,0.0,0.0,Neutral or dissatisfied,0,Middle Age
101619,Male,Loyal customer,33,Personal travel,Eco,1371,2,3,2,4,5,2,2,5,1,2,4,1,3,5,3.0,0.0,Neutral or dissatisfied,0,Adult
74788,Female,Disloyal customer,25,Business travel,Business,1431,5,0,5,3,4,5,4,4,3,5,4,3,5,4,0.0,0.0,Satisfied,0,Young
43364,Female,Loyal customer,21,Personal travel,Eco,387,2,4,2,3,1,2,1,1,4,4,5,4,5,1,0.0,0.0,Neutral or dissatisfied,0,Young
25858,Female,Loyal customer,37,Personal travel,Eco,692,1,4,1,1,3,1,3,3,3,5,4,4,4,3,0.0,0.0,Neutral or dissatisfied,0,Adult
29085,Male,Loyal customer,38,Personal travel,Eco,987,1,4,0,1,2,0,2,2,5,4,4,3,4,2,0.0,0.0,Neutral or dissatisfied,0,Adult
113716,Male,Loyal customer,27,Personal travel,Eco,258,4,1,4,4,2,4,2,2,4,4,3,4,3,2,0.0,0.0,Satisfied,0,Adult
24198,Male,Loyal customer,53,Business travel,Eco,147,3,4,4,4,3,3,3,3,4,5,3,3,4,3,0.0,13.0,Neutral or dissatisfied,0,Middle Age
76253,Female,Loyal customer,20,Personal travel,Eco,1399,2,4,2,3,3,2,3,3,3,4,3,3,4,3,0.0,0.0,Neutral or dissatisfied,0,Young
40043,Male,Loyal customer,34,Business travel,Eco,866,0,0,0,4,1,0,1,1,1,1,3,4,3,1,0.0,0.0,Satisfied,0,Adult
38756,Female,Loyal customer,51,Business travel,Eco,354,5,2,2,2,1,2,4,5,5,5,5,5,5,4,0.0,0.0,Satisfied,0,Middle Age
9656,Male,Disloyal customer,25,Business travel,Business,277,2,4,3,4,3,3,1,3,1,4,3,2,4,3,0.0,0.0,Neutral or dissatisfied,0,Young
14239,Male,Loyal customer,29,Business travel,Business,2471,2,2,3,2,3,3,3,3,4,2,4,3,5,3,0.0,0.0,Satisfied,0,Adult
87956,Male,Loyal customer,51,Business travel,Business,545,5,5,5,5,5,5,4,4,4,4,4,3,4,5,0.0,0.0,Satisfied,0,Middle Age
92983,Female,Loyal customer,58,Business travel,Business,738,3,3,3,3,5,4,5,4,4,4,4,5,4,4,1.0,9.0,Satisfied,0,Middle Age
86194,Female,Loyal customer,73,Business travel,Business,2561,5,5,5,5,3,5,5,4,4,4,4,3,4,3,0.0,0.0,Satisfied,0,Senior
95056,Male,Loyal customer,8,Personal travel,Eco,189,1,3,0,4,4,0,4,4,2,1,3,1,3,4,30.0,32.5,Neutral or dissatisfied,1,Young
100115,Female,Disloyal customer,44,Business travel,Business,725,2,2,2,2,2,2,2,2,5,5,4,4,5,2,0.0,0.0,Neutral or dissatisfied,0,Middle Age
80947,Male,Loyal customer,48,Business travel,Business,3905,0,1,1,1,4,4,5,1,1,1,1,5,1,5,0.0,0.0,Satisfied,0,Middle Age
121472,Female,Loyal customer,11,Personal travel,Eco,331,3,2,3,4,4,3,4,4,1,1,3,4,4,4,0.0,0.0,Neutral or dissatisfied,0,Young
16501,Female,Loyal customer,57,Business travel,Eco,143,3,1,1,1,5,3,3,3,3,3,3,2,3,1,0.0,0.0,Neutral or dissatisfied,0,Middle Age
2244,Female,Disloyal customer,33,Business travel,Business,630,3,3,3,5,2,3,2,2,4,2,4,5,5,2,0.0,1.0,Neutral or dissatisfied,0,Adult
24456,Female,Loyal customer,34,Business travel,Eco,547,5,3,3,3,5,5,5,5,2,3,4,4,2,5,0.0,3.0,Satisfied,0,Adult
19422,Female,Loyal customer,33,Business travel,Eco,645,4,1,4,1,4,4,4,4,4,2,2,3,2,4,25.0,32.5,Satisfied,1,Adult
58361,Male,Disloyal customer,9,Personal travel,Eco,646,3,5,3,3,3,3,3,3,2,4,5,2,5,3,2.0,0.0,Neutral or dissatisfied,0,Young
63856,Male,Loyal customer,45,Business travel,Business,2952,2,2,3,2,3,4,4,5,5,5,5,5,5,4,0.0,2.0,Satisfied,0,Middle Age
73382,Male,Loyal customer,44,Business travel,Business,3775,5,5,5,5,5,4,4,4,4,4,4,5,4,4,0.0,0.0,Satisfied,0,Middle Age
2794,Male,Loyal customer,44,Business travel,Eco,364,3,3,4,4,3,3,3,3,5,3,3,5,1,3,0.0,14.0,Satisfied,0,Middle Age
39405,Female,Loyal customer,47,Personal travel,Eco,546,1,1,2,3,4,4,3,4,4,2,4,3,4,4,5.0,0.0,Neutral or dissatisfied,0,Middle Age
68867,Female,Loyal customer,63,Business travel,Business,3252,2,1,3,3,5,4,3,2,2,2,2,3,2,3,0.0,0.0,Neutral or dissatisfied,0,Senior
108754,Female,Loyal customer,29,Business travel,Business,3871,1,1,1,1,5,5,5,5,3,3,4,5,4,5,30.0,32.5,Satisfied,1,Adult
74231,Female,Loyal customer,25,Business travel,Business,888,3,3,3,3,5,5,5,5,4,3,4,5,5,5,30.0,32.5,Satisfied,1,Young
44313,Female,Loyal customer,62,Personal travel,Eco,305,2,3,2,3,5,4,3,1,1,2,2,2,1,2,0.0,9.0,Neutral or dissatisfied,0,Senior
62685,Male,Loyal customer,28,Business travel,Business,2367,3,3,3,3,3,3,3,3,3,4,4,4,4,3,0.0,0.0,Satisfied,0,Adult
97306,Female,Disloyal customer,29,Business travel,Eco,872,4,4,4,4,3,4,5,3,3,4,3,3,3,3,0.0,0.0,Neutral or dissatisfied,0,Adult
42744,Male,Loyal customer,36,Personal travel,Eco plus,536,3,4,3,3,4,3,4,4,5,5,5,5,5,4,19.0,13.0,Neutral or dissatisfied,1,Adult
38858,Male,Loyal customer,38,Business travel,Eco,2153,3,4,4,4,3,5,3,3,5,1,3,4,1,3,18.0,28.0,Satisfied,1,Adult
127144,Male,Loyal customer,58,Personal travel,Eco,621,3,5,3,4,1,3,1,1,5,4,4,3,4,1,0.0,0.0,Neutral or dissatisfied,0,Middle Age
89586,Male,Loyal customer,26,Business travel,Business,3101,2,2,2,2,2,2,2,2,5,5,4,3,5,2,17.0,13.0,Satisfied,1,Adult
104976,Female,Loyal customer,46,Business travel,Business,3345,3,5,5,5,5,4,4,3,3,3,3,2,3,3,18.0,11.0,Neutral or dissatisfied,1,Middle Age
10773,Female,Loyal customer,39,Business travel,Business,3454,2,5,5,5,5,4,3,2,2,2,2,3,2,3,0.0,0.0,Neutral or dissatisfied,0,Adult
29851,Female,Loyal customer,61,Business travel,Business,2119,0,4,1,4,5,2,4,4,4,4,4,5,4,3,0.0,0.0,Satisfied,0,Senior
12161,Female,Disloyal customer,30,Business travel,Eco,986,3,2,2,1,3,2,3,3,5,5,5,4,5,3,0.0,0.0,Neutral or dissatisfied,0,Adult
1356,Female,Loyal customer,47,Business travel,Business,3568,2,2,2,2,3,4,3,2,2,2,2,3,2,4,0.0,0.0,Neutral or dissatisfied,0,Middle Age
